125,125,"1446 Antler Cir","College Station","TX","77840",3800,"N/A"
126,126,"632 Stone Forest Dr","College Station","TX","77844",4900,"fire pit"
127,127,"6260 Prairie Dawn Ct","College Station","TX","77840",11500,"gazebo"
128,128,"6215 Antelope Ln","College Station","TX","77843",8800,"2 trees"
129,129,"9877 Cimarron Ct","College Station","TX","77843",2800,"hedge row"
130,130,"6857 New Main Dr","College Station","TX","77840",8100,"2 trees"
131,131,"7524 Arrowhead Ct","College Station","TX","77841",4800,"3 trees"
132,132,"5959 Turk Ranch Rd","College Station","TX","77845",2900,"4 trees"
133,133,"9672 Clay Pit Rd","College Station","TX","77842",2400,"shrubs"
134,134,"6889 Strasburg Cir","College Station","TX","77845",9800,"fountain"
135,135,"7513 Birmingham Rd","College Station","TX","77845",5300,"N/A"
136,136,"479 Pate Rd","College Station","TX","77841",11400,"N/A"
137,137,"8502 Edward St","College Station","TX","77845",11900,"hedge row"
138,138,"9318 Early Amber","College Station","TX","77844",11100,"N/A"
139,139,"5333 Concho Pl","College Station","TX","77841",11200,"N/A"
140,140,"8321 Acorn Ln","College Station","TX","77842",9200,"hedge row"
141,141,"4832 Faircrest Dr","College Station","TX","77845",2900,"2 trees"
142,142,"7021 Keefer Loop","College Station","TX","77845",8200,"shrubs"
143,143,"7574 Yellowhouse Cir","College Station","TX","77845",10900,"1 tree"
144,144,"9730 Crown Ridge Ct","College Station","TX","77841",11500,"N/A"
145,145,"7198 Decatur Dr","College Station","TX","77844",4700,"N/A"
146,146,"6011 Spanish Oak","College Station","TX","77840",8600,"hedge row"
147,147,"9409 Sterling St","College Station","TX","77842",4200,"fire pit"
148,148,"8042 Fincastle Loop","College Station","TX","77843",12000,"hedge row"
149,149,"3000 Cherokee Dr","College Station","TX","77841",1400,"fire pit"
150,150,"2046 Burt St S","College Station","TX","77840",6400,"N/A"
151,151,"2240 Creek Ln","College Station","TX","77842",4800,"N/A"
152,152,"9236 Auburn Ct","College Station","TX","77844",6300,"3 trees"
153,153,"6401 Hwy 6","College Station","TX","77844",2900,"3 trees"
154,154,"7786 Creekview Ct","College Station","TX","77843",5800,"N/A"
155,155,"8982 Wayne Ct","College Station","TX","77840",7400,"N/A"
156,156,"1351 La Granja Ct","College Station","TX","77845",1700,"N/A"
157,157,"7540 Spring Garden Dr","College Station","TX","77845",4900,"2 trees"
158,158,"4577 Emerald Pkwy","College Station","TX","77840",6900,"fountain"
159,159,"8647 Alexis Ct","College Station","TX","77842",7200,"2 trees"
160,160,"1993 San Benito Ct","College Station","TX","77844",8000,"N/A"
161,161,"1303 Montclair Ave","College Station","TX","77843",10400,"hedge row"
162,162,"8332 Spearman Dr","College Station","TX","77843",8700,"hedge row"
163,163,"4233 Landsburg Ct","College Station","TX","77844",2100,"N/A"
164,164,"3794 Wildewood Cir","College Station","TX","77842",4200,"3 trees"
165,165,"1129 Jade Dr","College Station","TX","77841",5900,"fire pit"
166,166,"8570 Fox Cir","College Station","TX","77843",9500,"2 trees"
167,167,"2643 Plum Hollow Ct","College Station","TX","77841",6800,"3 trees"
168,168,"3569 Turk Ranch Rd","College Station","TX","77840",3300,"fountain"
169,169,"2086 Bolero St","College Station","TX","77843",11900,"hedge row"
170,170,"5661 Cimarron Ct","College Station","TX","77840",1100,"fire pit"
171,171,"2124 Karten Ln","College Station","TX","77843",5100,"1 tree"
172,172,"8287 White Dove Trail","College Station","TX","77840",10200,"N/A"
173,173,"3314 Cripple Creek Ct","College Station","TX","77841",2200,"gazebo"
174,174,"3809 Cypress Dr","College Station","TX","77840",7200,"shrubs"
175,175,"7126 Lakeshore Ct","College Station","TX","77844",8700,"N/A"
176,176,"8046 Princeton Cir","College Station","TX","77844",11200,"gazebo"
177,177,"430 Rhett Butler Dr","College Station","TX","77841",11700,"shrubs"
178,178,"1183 Osage Trail Cove","College Station","TX","77842",4200,"fire pit"
179,179,"2262 Danville Ct","College Station","TX","77840",2900,"4 trees"
180,180,"8444 Hook Ct","College Station","TX","77841",8400,"3 trees"
181,181,"3511 Colonial Cir","College Station","TX","77841",8000,"1 tree"
182,182,"4787 Maryem St","College Station","TX","77844",6800,"2 trees"
183,183,"6612 Silver Springs Ct","College Station","TX","77841",11600,"hedge row"
184,184,"9524 Sonoma Cir","College Station","TX","77845",10200,"3 trees"
185,185,"7296 Banks St","College Station","TX","77844",7500,"N/A"
186,186,"5588 Sara Ln","College Station","TX","77842",4700,"N/A"
187,187,"5715 George Bush Dr","College Station","TX","77840",8300,"N/A"
188,188,"1854 Spicewood Ct","College Station","TX","77841",7900,"shrubs"
189,189,"6491 Rayado Ct S","College Station","TX","77841",2700,"shrubs"
190,190,"8564 Pawnee Creek Ct","College Station","TX","77845",2300,"fire pit"
191,191,"5977 Sienna Dr","College Station","TX","77845",10000,"N/A"
192,192,"9403 Vista Ln","College Station","TX","77840",8100,"3 trees"
193,193,"4073 Castlegate Dr","College Station","TX","77842",2700,"fire pit"
194,194,"672 Roucourt Loop","College Station","TX","77842",1800,"4 trees"
195,195,"8807 Rosewood Dr","College Station","TX","77845",7300,"4 trees"
196,196,"4472 Schaffer Dr","College Station","TX","77840",6400,"hedge row"
197,197,"2189 George Bush Dr E","College Station","TX","77845",2400,"N/A"
198,198,"2270 Sara Ln","College Station","TX","77840",6900,"3 trees"
199,199,"2889 Comal Cir","College Station","TX","77840",11200,"gazebo"
200,200,"9979 Brentwood Dr E","College Station","TX","77843",5900,"1 tree"
201,201,"5798 Bentwood Dr","College Station","TX","77840",7300,"4 trees"
202,202,"8518 Rock Prairie Rd W","College Station","TX","77845",5500,"N/A"
203,203,"6 Grove St","College Station","TX","77842",7900,"gazebo"
204,204,"7256 Chadwick Ln","College Station","TX","77841",2600,"N/A"
205,205,"4827 Gilchrist Ave","College Station","TX","77840",1200,"shrubs"
206,206,"6249 Horseback Dr","College Station","TX","77844",7700,"N/A"
207,207,"2542 Kernstown Ln","College Station","TX","77840",9500,"4 trees"
208,208,"5999 Latinne Ct","College Station","TX","77840",7600,"hedge row"
209,209,"1136 Howe Dr","College Station","TX","77844",9400,"fountain"
210,210,"49 Feather Run","College Station","TX","77842",11100,"N/A"
211,211,"5013 Bellerive Bend Dr","College Station","TX","77845",7600,"fountain"
212,212,"8976 Favor Rd","College Station","TX","77841",6700,"gazebo"
213,213,"5692 Bahia Dr","College Station","TX","77845",3000,"gazebo"
214,214,"9077 Shire Dr","College Station","TX","77841",4100,"N/A"
215,215,"4922 Farah Dr","College Station","TX","77845",9000,"hedge row"
216,216,"9538 Brazos Dr","College Station","TX","77842",4600,"4 trees"
217,217,"4908 Fernhaven Cir","College Station","TX","77844",8800,"1 tree"
218,218,"109 Lincoln Ave E","College Station","TX","77842",6400,"1 tree"
219,219,"9399 White Fawn Cir","College Station","TX","77840",10800,"N/A"
220,220,"3155 Wildrye Dr","College Station","TX","77845",7800,"N/A"
221,221,"8031 Delrey Dr","College Station","TX","77845",4600,"1 tree"
222,222,"7259 Lodge St","College Station","TX","77842",6900,"3 trees"
223,223,"8750 Celinda Cir","College Station","TX","77845",6000,"fountain"
224,224,"9667 Carters Cove","College Station","TX","77842",10900,"fire pit"
225,225,"4800 Pecan Grove Ct","College Station","TX","77843",4700,"fountain"
226,226,"1473 Early Amber","College Station","TX","77840",5800,"N/A"
227,227,"3318 Rescue Ct","College Station","TX","77845",8000,"1 tree"
228,228,"6046 Mile Dr","College Station","TX","77841",11700,"2 trees"
229,229,"4938 Narrow Way","College Station","TX","77845",2800,"N/A"
230,230,"3546 Pueblo Ct N","College Station","TX","77843",1600,"fountain"
231,231,"6012 Latinne Ln","College Station","TX","77842",8300,"2 trees"
232,232,"1935 Gray Wolf Trail","College Station","TX","77841",8200,"N/A"
233,233,"1827 Olympic Ct","College Station","TX","77841",3200,"2 trees"
234,234,"1957 Walnut Bend","College Station","TX","77840",2700,"N/A"
235,235,"7796 Meadowhill Dr","College Station","TX","77840",1600,"1 tree"
236,236,"2657 Wagner Ln","College Station","TX","77844",5800,"3 trees"
237,237,"2535 Emerald Dove Ave","College Station","TX","77840",5500,"hedge row"
238,238,"7683 Henry Ct","College Station","TX","77841",9100,"3 trees"
239,239,"9767 Beatriz Ln","College Station","TX","77844",4100,"N/A"
240,240,"3293 Henry Ct","College Station","TX","77842",1000,"N/A"
241,241,"7147 Churchill St","College Station","TX","77840",10900,"4 trees"
242,242,"7417 Colonial Cir","College Station","TX","77845",7900,"hedge row"
243,243,"9774 Leopard Ct","College Station","TX","77844",11900,"fire pit"
244,244,"8666 Meir Ln","College Station","TX","77840",10500,"3 trees"
245,245,"7390 Dyess Rd","College Station","TX","77843",4100,"shrubs"
246,246,"6153 Greenberry Ct","College Station","TX","77840",11400,"1 tree"
247,247,"7577 Vista Ln","College Station","TX","77845",5000,"1 tree"
248,248,"3462 Mildonhall Ct","College Station","TX","77843",6700,"N/A"
249,249,"6316 Shadowbrook Cir","College Station","TX","77844",9300,"2 trees"
250,250,"411 Roans Chapel Rd","College Station","TX","77843",8200,"fountain"
251,251,"9220 Summer Ct","College Station","TX","77843",6900,"N/A"
252,252,"7912 Hawk Owl Cove","College Station","TX","77845",7700,"1 tree"
253,253,"3815 Haines Dr","College Station","TX","77845",4800,"shrubs"
254,254,"9659 Caudill St","College Station","TX","77845",2000,"shrubs"
255,255,"5379 Callie Cir","College Station","TX","77845",4100,"hedge row"
256,256,"35 Navajo Ridge Dr","College Station","TX","77840",7000,"hedge row"
257,257,"2055 Patricia St","College Station","TX","77843",1300,"N/A"
258,258,"2531 Wellborn Rd N","College Station","TX","77844",3900,"fire pit"
259,259,"7606 Blue Quail Ln","College Station","TX","77845",9400,"N/A"
260,260,"1763 Dartmouth St","College Station","TX","77844",3100,"fountain"
261,231,"5860 Mclaren Dr","College Station","TX","77845",11600,"1 tree"
262,59,"2634 Cross Timbers Dr","College Station","TX","77841",6000,"hedge row"
263,121,"1021 Snug Harbor Dr","College Station","TX","77842",12000,"gazebo"
264,96,"3610 Sycamore Hills Ct","College Station","TX","77840",3600,"4 trees"
265,232,"5293 Amber Ridge","College Station","TX","77841",4300,"N/A"
266,31,"3696 Augusta Cir","College Station","TX","77845",2500,"shrubs"
267,147,"4073 Horseback Ct","College Station","TX","77842",3600,"fire pit"
268,72,"5337 Abercorn Ln","College Station","TX","77841",6100,"N/A"
269,87,"2019 Windham Ranch Rd","College Station","TX","77840",3000,"N/A"
270,259,"4530 Montclair Ave","College Station","TX","77843",7900,"1 tree"
271,75,"1611 Appomattox Dr","College Station","TX","77843",10400,"gazebo"
272,258,"5059 George Bush Dr","College Station","TX","77842",1800,"hedge row"
273,131,"88 Muirfield Village","College Station","TX","77843",3200,"2 trees"
274,27,"958 Minter Spring Rd","College Station","TX","77841",10000,"hedge row"
275,141,"404 Harrington Ave","College Station","TX","77842",9000,"fountain"
276,92,"5242 Potomac Pl","College Station","TX","77845",5500,"N/A"
277,213,"1174 Amethyst Ct","College Station","TX","77840",5300,"shrubs"
278,226,"3455 Gold Finch Cir","College Station","TX","77844",4000,"fire pit"
279,14,"1263 Freestone Dr","College Station","TX","77845",7400,"1 tree"
280,146,"120 El Campo Trail","College Station","TX","77840",8500,"N/A"
281,249,"4211 S Bluebonnet Cir","College Station","TX","77841",2500,"fountain"
282,129,"2592 La Posada Cir","College Station","TX","77842",10000,"N/A"
283,219,"5677 Smugglers Rd","College Station","TX","77841",2200,"N/A"
284,97,"5655 Yaupon Ln","College Station","TX","77840",1700,"4 trees"
285,147,"180 Woodhaven Cir","College Station","TX","77843",7700,"N/A"
286,19,"4916 Highlands St","College Station","TX","77845",9000,"3 trees"
287,137,"5278 Cross St","College Station","TX","77843",8800,"2 trees"
288,110,"4854 Sterling St","College Station","TX","77844",10100,"2 trees"
289,237,"4418 Gettysburg Ct","College Station","TX","77842",4400,"hedge row"
290,14,"936 Boxley Bend","College Station","TX","77843",1100,"N/A"
291,65,"3947 Beacon Ct","College Station","TX","77845",5500,"hedge row"
292,247,"1226 Crepe Myrtle St","College Station","TX","77845",11600,"hedge row"
293,126,"3553 Grove St","College Station","TX","77844",4100,"N/A"
294,17,"4617 Phoenix St","College Station","TX","77842",10900,"hedge row"
295,212,"5243 Eastchester Dr","College Station","TX","77840",6600,"hedge row"
296,139,"353 Piping Rock Ct","College Station","TX","77844",11800,"shrubs"
297,136,"246 Robin Trail","College Station","TX","77845",6800,"1 tree"
298,145,"4819 Meadow Oak","College Station","TX","77841",6900,"N/A"
299,224,"5975 Jordan Pl","College Station","TX","77845",7600,"4 trees"
300,204,"4636 Townplace Dr","College Station","TX","77841",7200,"N/A"
301,18,"498 Dyess Rd","College Station","TX","77842",9500,"1 tree"
302,243,"3334 Moss Glen","College Station","TX","77842",1400,"3 trees"
303,172,"2936 Greenberry Cir","College Station","TX","77843",1900,"N/A"
304,106,"4948 Ashford Dr","College Station","TX","77845",5700,"fountain"
305,72,"42 Walnut Bend","College Station","TX","77845",3300,"4 trees"
306,194,"689 Nevada St N","College Station","TX","77840",7900,"4 trees"
307,177,"5152 Winding Creek","College Station","TX","77842",10200,"N/A"
308,129,"3534 Greenberry Cir","College Station","TX","77844",9900,"fire pit"
309,232,"1963 Glenhaven Dr","College Station","TX","77842",10800,"N/A"
310,145,"4865 Smugglers Rd","College Station","TX","77842",10000,"fire pit"
311,144,"3056 Markham Ln","College Station","TX","77843",1100,"gazebo"
312,101,"35 Williams Creek Dr","College Station","TX","77840",1100,"N/A"
313,144,"5968 Shire Dr","College Station","TX","77842",8600,"1 tree"
314,89,"3539 Barchetta Dr","College Station","TX","77841",4800,"N/A"
315,143,"5930 Turk Ranch Rd","College Station","TX","77843",6100,"3 trees"
316,235,"3042 Frost Dr","College Station","TX","77840",7600,"N/A"
317,66,"5737 Orchid St","College Station","TX","77844",1300,"2 trees"
318,92,"5175 Spring Branch Ct","College Station","TX","77840",2900,"shrubs"
319,167,"4130 Laurel Valley Ct","College Station","TX","77842",7900,"1 tree"
320,60,"5710 Oak Lake Dr","College Station","TX","77843",3900,"4 trees"
321,24,"969 Putter Ct","College Station","TX","77843",4000,"N/A"
322,109,"4905 Willow Pond Ct","College Station","TX","77844",5000,"2 trees"
323,44,"3573 Stonebriar Cir","College Station","TX","77845",11200,"hedge row"
324,105,"5768 Freestone Dr","College Station","TX","77840",7100,"3 trees"
325,248,"2095 Graham Rd","College Station","TX","77840",8100,"N/A"
326,34,"4541 Oakmont Cir","College Station","TX","77843",7000,"3 trees"
327,102,"3624 Yorktown Ct","College Station","TX","77844",3700,"1 tree"
328,224,"5337 Bird Pond Rd","College Station","TX","77844",6900,"N/A"
329,81,"3701 Summerglen Dr","College Station","TX","77843",10500,"3 trees"
330,139,"4039 Colgate Dr","College Station","TX","77841",10000,"N/A"
331,258,"5645 Shadow Oaks","College Station","TX","77843",9800,"3 trees"
332,168,"5670 Wingate Cir","College Station","TX","77840",10500,"hedge row"
333,128,"3964 Thornton Ct","College Station","TX","77844",8000,"2 trees"
334,246,"2256 Carmel Ct","College Station","TX","77840",2800,"gazebo"
335,144,"4320 Shadowbrook Cir","College Station","TX","77844",7900,"N/A"
336,191,"1409 Cross Creek","College Station","TX","77843",8700,"1 tree"
337,121,"4785 Pro Ct","College Station","TX","77842",10600,"N/A"
338,124,"341 Rivers End Dr","College Station","TX","77842",7400,"1 tree"
339,131,"1132 Karten Ln","College Station","TX","77840",11100,"fire pit"
340,192,"3341 Churchill St","College Station","TX","77842",2000,"fountain"
341,81,"3044 Danville Ct","College Station","TX","77841",5400,"shrubs"
342,238,"4805 Monitor Ct","College Station","TX","77841",8300,"shrubs"
343,129,"5087 Boxley Bend","College Station","TX","77841",10800,"N/A"
344,27,"1187 Holik Dr","College Station","TX","77842",9900,"fountain"
345,166,"2411 Crystal Dove Ave","College Station","TX","77840",8600,"N/A"
346,11,"4990 Ave B","College Station","TX","77843",1800,"2 trees"
347,174,"4814 Stallion Ridge","College Station","TX","77841",1800,"4 trees"
348,100,"496 Hickory Ln","College Station","TX","77844",2400,"gazebo"
349,103,"4129 Jennifer Cir","College Station","TX","77841",10800,"shrubs"
350,140,"2914 Anna St","College Station","TX","77845",5600,"shrubs"
351,64,"456 Bradley Rd","College Station","TX","77841",6200,"N/A"
352,144,"3840 Schaffer Dr","College Station","TX","77844",7900,"fountain"
353,10,"4190 Muirfield Ct","College Station","TX","77843",2600,"1 tree"
354,39,"3486 Cedar Cir","College Station","TX","77842",9800,"N/A"
355,230,"3128 Front Royal Dr","College Station","TX","77844",3400,"hedge row"
356,130,"4177 Eastchester Dr","College Station","TX","77840",3000,"hedge row"
357,102,"1713 General Pkwy","College Station","TX","77842",1900,"fire pit"
358,86,"2045 Cortez St","College Station","TX","77842",11400,"2 trees"
359,62,"5081 Hannover St","College Station","TX","77845",6400,"shrubs"
360,150,"812 Spring Branch Ct","College Station","TX","77842",4200,"1 tree"
361,166,"1288 Alacia Ct","College Station","TX","77842",1800,"N/A"
362,195,"1284 Rayado Ct S","College Station","TX","77842",1100,"gazebo"
363,110,"786 Maple Ave","College Station","TX","77842",11200,"fountain"
364,97,"2040 Tahoma Trail","College Station","TX","77841",3800,"N/A"
365,86,"2730 Bellerive Bend Dr","College Station","TX","77844",5900,"fire pit"
366,84,"5596 Rocky Meadows Dr","College Station","TX","77843",2200,"fire pit"
367,9,"5826 Pronghorn Ln","College Station","TX","77843",5000,"4 trees"
368,242,"5783 Hunter's Cove","College Station","TX","77841",10100,"fountain"
369,168,"4179 Moss Glen","College Station","TX","77842",3000,"hedge row"
370,75,"809 Kleine Ln","College Station","TX","77841",3900,"shrubs"
371,156,"2806 Gary Rd","College Station","TX","77841",10600,"shrubs"
372,171,"1963 Bee Creek","College Station","TX","77845",3400,"N/A"
373,170,"1685 Autumnwood Dr","College Station","TX","77841",6300,"3 trees"
374,233,"3714 Slice Ct","College Station","TX","77845",1600,"3 trees"
375,155,"4730 Cody Dr","College Station","TX","77841",4400,"N/A"
376,9,"5240 Pebblestone Ct","College Station","TX","77841",3400,"fire pit"
377,64,"5486 Dover Dr","College Station","TX","77841",10500,"shrubs"
378,260,"3451 Merrimac Ct","College Station","TX","77844",1800,"N/A"
379,130,"2085 Dallis Dr","College Station","TX","77841",2300,"N/A"
380,48,"2368 Norfolk Ct","College Station","TX","77844",10000,"shrubs"
381,178,"4853 Timberwood Dr","College Station","TX","77842",5200,"shrubs"
382,215,"4468 Lienz Ln","College Station","TX","77845",1200,"N/A"
383,51,"1412 Kleine Ln","College Station","TX","77840",9800,"3 trees"
384,160,"2753 Oney Hervey Dr","College Station","TX","77840",2000,"3 trees"
385,87,"4636 University Oaks Blvd","College Station","TX","77840",3200,"N/A"
386,29,"2345 Woods Ln","College Station","TX","77845",7900,"shrubs"
387,207,"4034 Fern Ct","College Station","TX","77840",5700,"N/A"
388,146,"191 Langford St","College Station","TX","77841",11300,"2 trees"
