278,7,2005-09-27,1,18
279,15,2005-09-28,1,13
280,16,2005-09-28,1,21
281,14,2005-09-28,1,5
282,8,2005-09-28,1,3
283,9,2005-09-28,1,11
284,10,2005-09-28,1,19
285,17,2005-09-29,1,6
286,18,2005-09-29,1,7
287,19,2005-09-29,1,14
288,20,2005-09-29,1,15
289,21,2005-09-29,1,22
290,22,2005-09-29,1,23
291,24,2005-09-30,1,16
292,25,2005-09-30,1,24
293,23,2005-09-30,1,8
294,12,2005-10-01,1,12
295,13,2005-10-01,1,20
296,11,2005-10-01,1,4
297,15,2005-10-12,1,13
298,16,2005-10-12,1,21
299,14,2005-10-12,1,5
300,17,2005-10-13,1,6
301,18,2005-10-13,1,7
302,19,2005-10-13,1,14
303,20,2005-10-13,1,15
304,21,2005-10-13,1,22
305,22,2005-10-13,1,23
306,24,2005-10-14,1,16
307,25,2005-10-14,1,24
308,23,2005-10-14,1,8
309,2,2005-10-26,1,9
310,3,2005-10-26,1,17
311,4,2005-10-26,1,25
312,1,2005-10-26,1,1
313,5,2005-10-27,1,2
314,6,2005-10-27,1,10
315,7,2005-10-27,1,18
316,8,2005-10-28,1,3
317,9,2005-10-28,1,11
318,10,2005-10-28,1,19
319,12,2005-11-01,1,12
320,13,2005-11-01,1,20
321,11,2005-11-01,1,4
322,27,2006-03-01,1,9
323,28,2006-03-01,1,17
324,29,2006-03-01,1,25
325,26,2006-03-01,1,1
326,30,2006-03-02,1,2
327,31,2006-03-02,1,10
328,32,2006-03-02,1,18
329,33,2006-03-02,1,26
330,36,2006-03-03,1,19
331,37,2006-03-03,1,27
332,35,2006-03-03,1,11
333,34,2006-03-03,1,3
334,39,2006-03-04,1,12
335,40,2006-03-04,1,20
336,41,2006-03-04,1,28
337,38,2006-03-04,1,4
338,42,2006-03-05,1,5
339,43,2006-03-05,1,13
340,44,2006-03-05,1,21
341,45,2006-03-05,1,29
342,47,2006-03-06,1,7
343,51,2006-03-06,1,23
344,53,2006-03-06,1,31
345,52,2006-03-06,1,30
346,46,2006-03-06,1,6
347,48,2006-03-06,1,14
348,50,2006-03-06,1,22
349,49,2006-03-06,1,15
350,54,2006-03-07,1,8
351,55,2006-03-07,1,16
352,56,2006-03-07,1,24
353,57,2006-03-07,1,32
354,42,2006-03-19,1,5
355,43,2006-03-19,1,13
356,44,2006-03-19,1,21
357,45,2006-03-19,1,29
358,47,2006-03-20,1,7
359,51,2006-03-20,1,23
360,53,2006-03-20,1,31
361,52,2006-03-20,1,30
362,46,2006-03-20,1,6
363,48,2006-03-20,1,14
364,50,2006-03-20,1,22
365,49,2006-03-20,1,15
366,54,2006-03-21,1,8
367,55,2006-03-21,1,16
368,56,2006-03-21,1,24
369,57,2006-03-21,1,32
370,27,2006-04-01,1,9
371,28,2006-04-01,1,17
372,29,2006-04-01,1,25
373,26,2006-04-01,1,1
374,42,2006-04-02,1,5
375,43,2006-04-02,1,13
376,44,2006-04-02,1,21
377,45,2006-04-02,1,29
378,30,2006-04-02,1,2
379,31,2006-04-02,1,10
380,32,2006-04-02,1,18
381,33,2006-04-02,1,26
382,47,2006-04-03,1,7
383,51,2006-04-03,1,23
384,53,2006-04-03,1,31
385,52,2006-04-03,1,30
386,46,2006-04-03,1,6
387,48,2006-04-03,1,14
388,50,2006-04-03,1,22
389,49,2006-04-03,1,15
390,36,2006-04-03,1,19
391,37,2006-04-03,1,27
392,35,2006-04-03,1,11
393,34,2006-04-03,1,3
394,54,2006-04-04,1,8
395,55,2006-04-04,1,16
396,56,2006-04-04,1,24
397,57,2006-04-04,1,32
398,39,2006-04-04,1,12
399,40,2006-04-04,1,20
400,41,2006-04-04,1,28
401,38,2006-04-04,1,4
402,42,2006-04-16,1,5
403,43,2006-04-16,1,13
404,44,2006-04-16,1,21
405,45,2006-04-16,1,29
406,47,2006-04-17,1,7
407,51,2006-04-17,1,23
408,53,2006-04-17,1,31
409,52,2006-04-17,1,30
410,46,2006-04-17,1,6
411,48,2006-04-17,1,14
412,50,2006-04-17,1,22
413,49,2006-04-17,1,15
414,54,2006-04-18,1,8
415,55,2006-04-18,1,16
416,56,2006-04-18,1,24
417,57,2006-04-18,1,32
418,42,2006-04-30,1,5
419,43,2006-04-30,1,13
420,44,2006-04-30,1,21
421,45,2006-04-30,1,29
422,47,2006-05-01,1,7
423,51,2006-05-01,1,23
424,53,2006-05-01,1,31
425,52,2006-05-01,1,30
426,46,2006-05-01,1,6
427,48,2006-05-01,1,14
428,50,2006-05-01,1,22
429,49,2006-05-01,1,15
430,27,2006-05-01,1,9
431,28,2006-05-01,1,17
432,29,2006-05-01,1,25
433,26,2006-05-01,1,1
434,54,2006-05-02,1,8
435,55,2006-05-02,1,16
436,56,2006-05-02,1,24
437,57,2006-05-02,1,32
438,30,2006-05-02,1,2
439,31,2006-05-02,1,10
440,32,2006-05-02,1,18
441,33,2006-05-02,1,26
442,36,2006-05-03,1,19
443,37,2006-05-03,1,27
444,35,2006-05-03,1,11
445,34,2006-05-03,1,3
446,39,2006-05-04,1,12
447,40,2006-05-04,1,20
448,41,2006-05-04,1,28
449,38,2006-05-04,1,4
450,42,2006-05-14,1,5
451,43,2006-05-14,1,13
452,44,2006-05-14,1,21
453,45,2006-05-14,1,29
454,47,2006-05-15,1,7
455,51,2006-05-15,1,23
456,53,2006-05-15,1,31
457,52,2006-05-15,1,30
458,46,2006-05-15,1,6
459,48,2006-05-15,1,14
460,50,2006-05-15,1,22
461,49,2006-05-15,1,15
462,54,2006-05-16,1,8
463,55,2006-05-16,1,16
464,56,2006-05-16,1,24
465,57,2006-05-16,1,32
466,42,2006-05-28,1,5
467,43,2006-05-28,1,13
468,44,2006-05-28,1,21
469,45,2006-05-28,1,29
470,47,2006-05-29,1,7
471,51,2006-05-29,1,23
472,53,2006-05-29,1,31
473,52,2006-05-29,1,30
474,46,2006-05-29,1,6
475,48,2006-05-29,1,14
476,50,2006-05-29,1,22
477,49,2006-05-29,1,15
478,54,2006-05-30,1,8
479,55,2006-05-30,1,16
480,56,2006-05-30,1,24
481,57,2006-05-30,1,32
482,27,2006-06-01,1,9
483,28,2006-06-01,1,17
484,29,2006-06-01,1,25
485,26,2006-06-01,1,1
486,30,2006-06-02,1,2
487,31,2006-06-02,1,10
488,32,2006-06-02,1,18
489,33,2006-06-02,1,26
490,36,2006-06-03,1,19
491,37,2006-06-03,1,27
492,35,2006-06-03,1,11
493,34,2006-06-03,1,3
494,39,2006-06-04,1,12
495,40,2006-06-04,1,20
496,41,2006-06-04,1,28
497,38,2006-06-04,1,4
498,42,2006-06-11,1,5
499,43,2006-06-11,1,13
500,44,2006-06-11,1,21
501,45,2006-06-11,1,29
502,47,2006-06-12,1,7
503,51,2006-06-12,1,23
504,53,2006-06-12,1,31
505,52,2006-06-12,1,30
506,46,2006-06-12,1,6
507,48,2006-06-12,1,14
508,50,2006-06-12,1,22
509,49,2006-06-12,1,15
510,54,2006-06-13,1,8
511,55,2006-06-13,1,16
512,56,2006-06-13,1,24
513,57,2006-06-13,1,32
514,42,2006-06-25,1,5
515,43,2006-06-25,1,13
516,44,2006-06-25,1,21
517,45,2006-06-25,1,29
518,47,2006-06-26,1,7
519,51,2006-06-26,1,23
520,53,2006-06-26,1,31
521,52,2006-06-26,1,30
522,46,2006-06-26,1,6
523,48,2006-06-26,1,14
524,50,2006-06-26,1,22
525,49,2006-06-26,1,15
526,54,2006-06-27,1,8
527,55,2006-06-27,1,16
528,56,2006-06-27,1,24
529,57,2006-06-27,1,32
530,27,2006-07-01,1,9
531,28,2006-07-01,1,17
532,29,2006-07-01,1,25
533,26,2006-07-01,1,1
534,30,2006-07-02,1,2
535,31,2006-07-02,1,10
536,32,2006-07-02,1,18
537,33,2006-07-02,1,26
538,36,2006-07-03,1,19
539,37,2006-07-03,1,27
540,35,2006-07-03,1,11
541,34,2006-07-03,1,3
542,39,2006-07-04,1,12
543,40,2006-07-04,1,20
544,41,2006-07-04,1,28
545,38,2006-07-04,1,4
546,42,2006-07-09,1,5
547,43,2006-07-09,1,13
548,44,2006-07-09,1,21
549,45,2006-07-09,1,29
550,47,2006-07-10,1,7
551,51,2006-07-10,1,23
552,53,2006-07-10,1,31
553,52,2006-07-10,1,30
554,46,2006-07-10,1,6
555,48,2006-07-10,1,14
556,50,2006-07-10,1,22
557,49,2006-07-10,1,15
558,54,2006-07-11,1,8
559,55,2006-07-11,1,16
560,56,2006-07-11,1,24
561,57,2006-07-11,1,32
562,42,2006-07-23,1,5
563,43,2006-07-23,1,13
564,44,2006-07-23,1,21
565,45,2006-07-23,1,29
566,47,2006-07-24,1,7
567,51,2006-07-24,1,23
568,53,2006-07-24,1,31
569,52,2006-07-24,1,30
570,46,2006-07-24,1,6
571,48,2006-07-24,1,14
572,50,2006-07-24,1,22
573,49,2006-07-24,1,15
574,54,2006-07-25,1,8
575,55,2006-07-25,1,16
576,56,2006-07-25,1,24
577,57,2006-07-25,1,32
578,27,2006-08-01,1,9
579,28,2006-08-01,1,17
580,29,2006-08-01,1,25
581,26,2006-08-01,1,1
582,30,2006-08-02,1,2
583,31,2006-08-02,1,10
584,32,2006-08-02,1,18
585,33,2006-08-02,1,26
586,36,2006-08-03,1,19
587,37,2006-08-03,1,27
588,35,2006-08-03,1,11
589,34,2006-08-03,1,3
590,39,2006-08-04,1,12
591,40,2006-08-04,1,20
592,41,2006-08-04,1,28
593,38,2006-08-04,1,4
594,42,2006-08-06,1,5
595,43,2006-08-06,1,13
596,44,2006-08-06,1,21
597,45,2006-08-06,1,29
598,47,2006-08-07,1,7
599,51,2006-08-07,1,23
600,53,2006-08-07,1,31
601,52,2006-08-07,1,30
602,46,2006-08-07,1,6
603,48,2006-08-07,1,14
604,50,2006-08-07,1,22
605,49,2006-08-07,1,15
606,54,2006-08-08,1,8
607,55,2006-08-08,1,16
608,56,2006-08-08,1,24
609,57,2006-08-08,1,32
610,42,2006-08-20,1,5
611,43,2006-08-20,1,13
612,44,2006-08-20,1,21
613,45,2006-08-20,1,29
614,47,2006-08-21,1,7
615,51,2006-08-21,1,23
616,53,2006-08-21,1,31
617,52,2006-08-21,1,30
618,46,2006-08-21,1,6
619,48,2006-08-21,1,14
620,50,2006-08-21,1,22
621,49,2006-08-21,1,15
622,54,2006-08-22,1,8
623,55,2006-08-22,1,16
624,56,2006-08-22,1,24
625,57,2006-08-22,1,32
626,27,2006-09-01,1,9
627,28,2006-09-01,1,17
628,29,2006-09-01,1,25
629,26,2006-09-01,1,1
630,30,2006-09-02,1,2
631,31,2006-09-02,1,10
632,32,2006-09-02,1,18
633,33,2006-09-02,1,26
634,42,2006-09-03,1,5
635,43,2006-09-03,1,13
636,44,2006-09-03,1,21
637,45,2006-09-03,1,29
638,36,2006-09-03,1,19
639,37,2006-09-03,1,27
640,35,2006-09-03,1,11
641,34,2006-09-03,1,3
642,47,2006-09-04,1,7
643,51,2006-09-04,1,23
644,53,2006-09-04,1,31
645,52,2006-09-04,1,30
646,46,2006-09-04,1,6
647,48,2006-09-04,1,14
648,50,2006-09-04,1,22
649,49,2006-09-04,1,15
650,39,2006-09-04,1,12
651,40,2006-09-04,1,20
652,41,2006-09-04,1,28
653,38,2006-09-04,1,4
654,54,2006-09-05,1,8
655,55,2006-09-05,1,16
656,56,2006-09-05,1,24
657,57,2006-09-05,1,32
658,42,2006-09-17,1,5
659,43,2006-09-17,1,13
660,44,2006-09-17,1,21
661,45,2006-09-17,1,29
662,47,2006-09-18,1,7
663,51,2006-09-18,1,23
664,53,2006-09-18,1,31
665,52,2006-09-18,1,30
666,46,2006-09-18,1,6
667,48,2006-09-18,1,14
668,50,2006-09-18,1,22
669,49,2006-09-18,1,15
670,54,2006-09-19,1,8
671,55,2006-09-19,1,16
672,56,2006-09-19,1,24
673,57,2006-09-19,1,32
674,42,2006-10-01,1,5
675,43,2006-10-01,1,13
676,44,2006-10-01,1,21
677,45,2006-10-01,1,29
678,27,2006-10-01,1,9
679,28,2006-10-01,1,17
680,29,2006-10-01,1,25
681,26,2006-10-01,1,1
682,47,2006-10-02,1,7
683,51,2006-10-02,1,23
684,53,2006-10-02,1,31
685,52,2006-10-02,1,30
686,46,2006-10-02,1,6
687,48,2006-10-02,1,14
688,50,2006-10-02,1,22
689,49,2006-10-02,1,15
690,30,2006-10-02,1,2
691,31,2006-10-02,1,10
692,32,2006-10-02,1,18
693,33,2006-10-02,1,26
694,54,2006-10-03,1,8
695,55,2006-10-03,1,16
696,56,2006-10-03,1,24
697,57,2006-10-03,1,32
698,36,2006-10-03,1,19
699,37,2006-10-03,1,27
700,35,2006-10-03,1,11
701,34,2006-10-03,1,3
702,39,2006-10-04,1,12
703,40,2006-10-04,1,20
704,41,2006-10-04,1,28
705,38,2006-10-04,1,4
706,42,2006-10-15,1,5
707,43,2006-10-15,1,13
708,44,2006-10-15,1,21
709,45,2006-10-15,1,29
710,47,2006-10-16,1,7
711,51,2006-10-16,1,23
712,53,2006-10-16,1,31
713,52,2006-10-16,1,30
714,46,2006-10-16,1,6
715,48,2006-10-16,1,14
716,50,2006-10-16,1,22
717,49,2006-10-16,1,15
718,54,2006-10-17,1,8
719,55,2006-10-17,1,16
720,56,2006-10-17,1,24
721,57,2006-10-17,1,32
722,55,2006-10-31,1,16
723,27,2006-11-01,1,9
724,28,2006-11-01,1,17
725,29,2006-11-01,1,25
726,26,2006-11-01,1,1
727,30,2006-11-02,1,2
728,31,2006-11-02,1,10
729,32,2006-11-02,1,18
730,33,2006-11-02,1,26
731,36,2006-11-03,1,19
732,37,2006-11-03,1,27
733,35,2006-11-03,1,11
734,34,2006-11-03,1,3
735,39,2006-11-04,1,12
736,40,2006-11-04,1,20
737,41,2006-11-04,1,28
738,38,2006-11-04,1,4
739,61,2007-02-17,1,25
740,64,2007-02-17,3,49
741,62,2007-02-17,1,33
742,60,2007-02-17,1,17
743,59,2007-02-17,1,9
744,58,2007-02-17,1,1
745,63,2007-02-17,3,41
746,65,2007-02-18,1,2
747,66,2007-02-18,1,10
748,67,2007-02-18,1,18
749,68,2007-02-18,1,26
750,69,2007-02-18,1,34
751,70,2007-02-18,3,42
752,71,2007-02-18,3,50
753,72,2007-02-19,1,3
754,77,2007-02-19,3,43
755,76,2007-02-19,1,35
756,73,2007-02-19,1,11
757,75,2007-02-19,1,27
758,74,2007-02-19,1,19
759,78,2007-02-20,1,4
760,79,2007-02-20,1,12
761,80,2007-02-20,1,20
762,81,2007-02-20,1,28
763,82,2007-02-20,1,36
764,83,2007-02-20,3,44
765,84,2007-02-21,1,5
766,89,2007-02-21,3,45
767,88,2007-02-21,1,37
768,87,2007-02-21,1,29
769,85,2007-02-21,1,13
770,86,2007-02-21,1,21
771,95,2007-02-22,1,23
772,96,2007-02-22,1,30
773,101,2007-02-22,3,47
774,100,2007-02-22,3,46
775,99,2007-02-22,1,39
776,98,2007-02-22,1,38
777,90,2007-02-22,1,6
778,94,2007-02-22,1,22
779,93,2007-02-22,1,15
780,92,2007-02-22,1,14
781,91,2007-02-22,1,7
782,97,2007-02-22,1,31
783,103,2007-02-23,1,16
784,107,2007-02-23,3,48
785,106,2007-02-23,1,40
786,104,2007-02-23,1,24
787,102,2007-02-23,1,8
788,105,2007-02-23,1,32
789,61,2007-03-03,1,25
790,64,2007-03-03,3,49
791,62,2007-03-03,1,33
792,60,2007-03-03,1,17
793,59,2007-03-03,1,9
794,58,2007-03-03,1,1
795,63,2007-03-03,3,41
796,84,2007-03-07,1,5
797,89,2007-03-07,3,45
798,88,2007-03-07,1,37
799,87,2007-03-07,1,29
800,85,2007-03-07,1,13
801,86,2007-03-07,1,21
802,95,2007-03-08,1,23
803,96,2007-03-08,1,30
804,101,2007-03-08,3,47
805,100,2007-03-08,3,46
806,99,2007-03-08,1,39
807,98,2007-03-08,1,38
808,90,2007-03-08,1,6
809,94,2007-03-08,1,22
810,93,2007-03-08,1,15
811,92,2007-03-08,1,14
812,91,2007-03-08,1,7
813,97,2007-03-08,1,31
814,61,2007-03-17,1,25
815,64,2007-03-17,3,49
816,62,2007-03-17,1,33
817,60,2007-03-17,1,17
818,59,2007-03-17,1,9
819,58,2007-03-17,1,1
820,63,2007-03-17,3,41
821,65,2007-03-18,1,2
822,66,2007-03-18,1,10
823,67,2007-03-18,1,18
824,68,2007-03-18,1,26
825,69,2007-03-18,1,34
826,70,2007-03-18,3,42
827,71,2007-03-18,3,50
828,72,2007-03-19,1,3
829,77,2007-03-19,3,43
830,76,2007-03-19,1,35
831,73,2007-03-19,1,11
832,75,2007-03-19,1,27
833,74,2007-03-19,1,19
834,78,2007-03-20,1,4
835,79,2007-03-20,1,12
836,80,2007-03-20,1,20
837,81,2007-03-20,1,28
838,82,2007-03-20,1,36
839,83,2007-03-20,3,44
840,84,2007-03-21,1,5
841,89,2007-03-21,3,45
842,88,2007-03-21,1,37
843,87,2007-03-21,1,29
844,85,2007-03-21,1,13
845,86,2007-03-21,1,21
846,95,2007-03-22,1,23
847,96,2007-03-22,1,30
848,101,2007-03-22,3,47
849,100,2007-03-22,3,46
850,99,2007-03-22,1,39
851,98,2007-03-22,1,38
852,90,2007-03-22,1,6
853,94,2007-03-22,1,22
854,93,2007-03-22,1,15
855,92,2007-03-22,1,14
856,91,2007-03-22,1,7
857,97,2007-03-22,1,31
858,103,2007-03-23,1,16
859,107,2007-03-23,3,48
860,106,2007-03-23,1,40
861,104,2007-03-23,1,24
862,102,2007-03-23,1,8
863,105,2007-03-23,1,32
864,61,2007-03-31,1,25
865,64,2007-03-31,3,49
866,62,2007-03-31,1,33
867,60,2007-03-31,1,17
868,59,2007-03-31,1,9
869,58,2007-03-31,1,1
870,63,2007-03-31,3,41
871,84,2007-04-04,1,5
872,89,2007-04-04,3,45
873,88,2007-04-04,1,37
874,87,2007-04-04,1,29
875,85,2007-04-04,1,13
876,86,2007-04-04,1,21
877,95,2007-04-05,1,23
878,96,2007-04-05,1,30
879,101,2007-04-05,3,47
880,100,2007-04-05,3,46
881,99,2007-04-05,1,39
882,98,2007-04-05,1,38
883,90,2007-04-05,1,6
884,94,2007-04-05,1,22
885,93,2007-04-05,1,15
886,92,2007-04-05,1,14
887,91,2007-04-05,1,7
888,97,2007-04-05,1,31
889,61,2007-04-14,1,25
890,64,2007-04-14,3,49
891,62,2007-04-14,1,33
892,60,2007-04-14,1,17
893,59,2007-04-14,1,9
894,58,2007-04-14,1,1
895,63,2007-04-14,3,41
896,84,2007-04-18,1,5
897,89,2007-04-18,3,45
898,88,2007-04-18,1,37
899,87,2007-04-18,1,29
900,85,2007-04-18,1,13
901,86,2007-04-18,1,21
902,65,2007-04-18,1,2
903,66,2007-04-18,1,10
904,67,2007-04-18,1,18
905,68,2007-04-18,1,26
906,69,2007-04-18,1,34
907,70,2007-04-18,3,42
908,71,2007-04-18,3,50
909,95,2007-04-19,1,23
910,96,2007-04-19,1,30
911,101,2007-04-19,3,47
912,100,2007-04-19,3,46
913,99,2007-04-19,1,39
914,98,2007-04-19,1,38
915,90,2007-04-19,1,6
916,94,2007-04-19,1,22
917,93,2007-04-19,1,15
918,92,2007-04-19,1,14
919,91,2007-04-19,1,7
920,97,2007-04-19,1,31
921,72,2007-04-19,1,3
922,77,2007-04-19,3,43
923,76,2007-04-19,1,35
924,73,2007-04-19,1,11
925,75,2007-04-19,1,27
926,74,2007-04-19,1,19
927,78,2007-04-20,1,4
928,79,2007-04-20,1,12
929,80,2007-04-20,1,20
930,81,2007-04-20,1,28
931,82,2007-04-20,1,36
932,83,2007-04-20,3,44
933,103,2007-04-23,1,16
