135,20,1,2005-06-08,$35.00 
136,4,1,2005-06-02,$40.00 
137,13,1,2005-06-09,$35.00 
138,21,1,2005-07-07,$35.00 
139,5,1,2005-06-25,$35.00 
140,6,1,2005-06-28,$40.00 
141,7,1,2005-06-28,$35.00 
142,14,1,2005-06-26,$35.00 
143,15,1,2005-06-15,$35.00 
144,22,1,2005-06-29,$40.00 
145,23,1,2005-07-08,$35.00 
146,16,1,2005-06-27,$35.00 
147,24,1,2005-06-15,$35.00 
148,8,1,2005-07-07,$35.00 
149,13,1,2005-07-07,$35.00 
150,21,1,2005-07-18,$35.00 
151,5,1,2005-07-11,$35.00 
152,6,1,2005-07-06,$40.00 
153,7,1,2005-07-15,$35.00 
154,14,1,2005-07-02,$35.00 
155,15,1,2005-07-20,$35.00 
156,22,1,2005-06-24,$40.00 
157,23,1,2005-07-06,$35.00 
158,16,1,2005-06-26,$35.00 
159,24,1,2005-06-29,$35.00 
160,8,1,2005-07-02,$35.00 
161,9,1,2005-07-27,$35.00 
162,17,1,2005-06-28,$35.00 
163,25,1,2005-07-13,$35.00 
164,1,1,2005-07-21,$35.00 
165,2,1,2005-06-28,$35.00 
166,10,1,2005-07-14,$40.00 
167,18,1,2005-07-27,$35.00 
168,3,1,2005-06-29,$35.00 
169,11,1,2005-07-02,$35.00 
170,19,1,2005-07-10,$40.00 
171,12,1,2005-07-04,$35.00 
172,20,1,2005-07-10,$35.00 
173,4,1,2005-07-15,$40.00 
174,13,1,2005-07-07,$35.00 
175,21,1,2005-08-05,$35.00 
176,5,1,2005-07-31,$35.00 
177,6,1,2005-07-09,$40.00 
178,7,1,2005-07-21,$35.00 
179,14,1,2005-07-17,$35.00 
180,15,1,2005-07-25,$35.00 
181,22,1,2005-08-01,$40.00 
182,23,1,2005-07-30,$35.00 
183,16,1,2005-07-29,$35.00 
184,24,1,2005-07-28,$35.00 
185,8,1,2005-07-09,$35.00 
186,13,1,2005-08-10,$35.00 
187,21,1,2005-08-03,$35.00 
188,5,1,2005-07-25,$35.00 
189,6,1,2005-08-14,$40.00 
190,7,1,2005-08-14,$35.00 
191,14,1,2005-07-30,$35.00 
192,15,1,2005-08-17,$35.00 
193,22,1,2005-08-19,$40.00 
194,23,1,2005-08-21,$35.00 
195,16,1,2005-08-15,$35.00 
196,24,1,2005-07-28,$35.00 
197,8,1,2005-07-30,$35.00 
198,9,1,2005-07-27,$35.00 
199,17,1,2005-07-28,$35.00 
200,25,1,2005-08-16,$35.00 
201,1,1,2005-08-09,$35.00 
202,2,1,2005-08-11,$35.00 
203,10,1,2005-07-31,$40.00 
204,18,1,2005-08-13,$35.00 
205,3,1,2005-08-16,$35.00 
206,11,1,2005-08-09,$35.00 
207,19,1,2005-08-23,$40.00 
208,12,1,2005-08-30,$35.00 
209,20,1,2005-08-05,$35.00 
210,4,1,2005-08-25,$40.00 
211,13,1,2005-09-03,$35.00 
212,21,1,2005-08-06,$35.00 
213,5,1,2005-08-17,$35.00 
214,6,1,2005-08-24,$40.00 
215,7,1,2005-08-11,$35.00 
216,14,1,2005-08-22,$35.00 
217,15,1,2005-09-03,$35.00 
218,22,1,2005-08-27,$40.00 
219,23,1,2005-08-08,$35.00 
220,16,1,2005-09-05,$35.00 
221,24,1,2005-08-06,$35.00 
222,8,1,2005-08-20,$35.00 
223,13,1,2005-08-24,$35.00 
224,21,1,2005-08-20,$35.00 
225,5,1,2005-09-04,$35.00 
226,6,1,2005-09-17,$40.00 
227,7,1,2005-09-08,$35.00 
228,14,1,2005-09-11,$35.00 
229,15,1,2005-09-03,$35.00 
230,22,1,2005-09-12,$40.00 
231,23,1,2005-08-24,$35.00 
232,16,1,2005-09-03,$35.00 
233,24,1,2005-09-11,$35.00 
234,8,1,2005-09-06,$35.00 
235,9,1,2005-09-10,$35.00 
236,17,1,2005-08-31,$35.00 
237,25,1,2005-09-15,$35.00 
238,1,1,2005-09-22,$35.00 
239,2,1,2005-09-04,$35.00 
240,10,1,2005-09-20,$40.00 
241,18,1,2005-09-04,$35.00 
242,3,1,2005-09-13,$35.00 
243,11,1,2005-08-31,$35.00 
244,19,1,2005-09-19,$40.00 
245,13,1,2005-09-14,$35.00 
246,21,1,2005-09-22,$35.00 
247,5,1,2005-09-30,$35.00 
248,6,1,2005-09-30,$40.00 
249,7,1,2005-09-21,$35.00 
250,14,1,2005-09-08,$35.00 
251,15,1,2005-09-04,$35.00 
252,22,1,2005-09-11,$40.00 
253,23,1,2005-09-18,$35.00 
254,12,1,2005-09-10,$35.00 
255,20,1,2005-09-10,$35.00 
256,4,1,2005-09-16,$40.00 
257,16,1,2005-09-17,$35.00 
258,24,1,2005-09-04,$35.00 
259,8,1,2005-09-13,$35.00 
260,13,1,2005-09-26,$35.00 
261,21,1,2005-09-15,$35.00 
262,5,1,2005-10-12,$35.00 
263,6,1,2005-09-21,$40.00 
264,7,1,2005-09-21,$35.00 
265,14,1,2005-10-01,$35.00 
266,15,1,2005-10-10,$35.00 
267,22,1,2005-09-30,$40.00 
268,23,1,2005-09-23,$35.00 
269,16,1,2005-09-26,$35.00 
270,24,1,2005-10-07,$35.00 
271,8,1,2005-10-03,$35.00 
272,9,1,2005-10-24,$35.00 
273,17,1,2005-10-21,$35.00 
274,25,1,2005-10-02,$35.00 
275,1,1,2005-09-29,$35.00 
276,2,1,2005-09-30,$35.00 
277,10,1,2005-10-26,$40.00 
278,18,1,2005-10-10,$35.00 
279,13,1,2005-10-27,$35.00 
280,21,1,2005-10-02,$35.00 
281,5,1,2005-10-03,$35.00 
282,3,1,2005-10-20,$35.00 
283,11,1,2005-10-11,$35.00 
284,19,1,2005-10-22,$40.00 
285,6,1,2005-10-07,$40.00 
286,7,1,2005-10-20,$35.00 
287,14,1,2005-09-30,$35.00 
288,15,1,2005-10-06,$35.00 
289,22,1,2005-10-23,$40.00 
290,23,1,2005-10-20,$35.00 
291,16,1,2005-10-08,$35.00 
292,24,1,2005-10-24,$35.00 
293,8,1,2005-10-04,$35.00 
294,12,1,2005-10-08,$35.00 
295,20,1,2005-10-10,$35.00 
296,4,1,2005-10-02,$40.00 
297,13,1,2005-11-04,$35.00 
298,21,1,2005-10-24,$35.00 
299,5,1,2005-11-01,$35.00 
300,6,1,2005-11-08,$40.00 
301,7,1,2005-10-21,$35.00 
302,14,1,2005-10-22,$35.00 
303,15,1,2005-10-29,$35.00 
304,22,1,2005-11-11,$40.00 
305,23,1,2005-11-13,$35.00 
306,16,1,2005-10-25,$35.00 
307,24,1,2005-11-02,$35.00 
308,8,1,2005-10-20,$35.00 
309,9,1,2005-11-24,$35.00 
310,17,1,2005-11-26,$35.00 
311,25,1,2005-11-07,$35.00 
312,1,1,2005-11-17,$35.00 
313,2,1,2005-11-11,$35.00 
314,10,1,2005-11-22,$40.00 
315,18,1,2005-11-22,$35.00 
316,3,1,2005-11-17,$35.00 
317,11,1,2005-11-14,$35.00 
318,19,1,2005-11-08,$40.00 
319,12,1,2005-11-11,$35.00 
320,20,1,2005-11-29,$35.00 
321,4,1,2005-11-04,$40.00 
322,9,1,2006-03-24,$35.00 
323,17,1,2006-03-07,$35.00 
324,25,1,2006-03-10,$35.00 
325,1,1,2006-03-06,$35.00 
326,2,1,2006-03-09,$35.00 
327,10,1,2006-03-05,$40.00 
328,18,1,2006-03-14,$35.00 
329,26,1,2006-03-09,$35.00 
330,19,1,2006-03-22,$40.00 
331,27,1,2006-03-05,$40.00 
332,11,1,2006-03-14,$35.00 
333,3,1,2006-03-19,$35.00 
334,12,1,2006-03-10,$35.00 
335,20,1,2006-03-31,$35.00 
336,28,1,2006-03-08,$40.00 
337,4,1,2006-03-06,$40.00 
338,5,1,2006-03-13,$35.00 
339,13,1,2006-03-28,$35.00 
340,21,1,2006-03-26,$35.00 
341,29,1,2006-03-06,$35.00 
342,7,1,2006-03-22,$35.00 
343,23,1,2006-03-30,$35.00 
344,31,1,2006-03-18,$40.00 
345,30,1,2006-03-21,$35.00 
346,6,1,2006-03-09,$40.00 
347,14,1,2006-04-02,$35.00 
348,22,1,2006-03-27,$40.00 
349,15,1,2006-03-17,$35.00 
350,8,1,2006-03-23,$35.00 
351,16,1,2006-03-30,$35.00 
352,24,1,2006-03-27,$35.00 
353,32,1,2006-03-27,$35.00 
354,5,1,2006-03-22,$35.00 
355,13,1,2006-03-20,$35.00 
356,21,1,2006-03-26,$35.00 
357,29,1,2006-03-25,$35.00 
358,7,1,2006-04-14,$35.00 
359,23,1,2006-04-14,$35.00 
360,31,1,2006-04-03,$40.00 
361,30,1,2006-03-29,$35.00 
362,6,1,2006-04-06,$40.00 
363,14,1,2006-03-22,$35.00 
364,22,1,2006-04-17,$40.00 
365,15,1,2006-04-18,$35.00 
366,8,1,2006-04-19,$35.00 
367,16,1,2006-03-31,$35.00 
368,24,1,2006-03-27,$35.00 
369,32,1,2006-03-24,$35.00 
370,9,1,2006-04-28,$35.00 
371,17,1,2006-04-25,$35.00 
372,25,1,2006-04-23,$35.00 
373,1,1,2006-04-26,$35.00 
374,5,1,2006-04-20,$35.00 
375,13,1,2006-04-21,$35.00 
376,21,1,2006-04-15,$35.00 
377,29,1,2006-04-14,$35.00 
378,2,1,2006-04-28,$35.00 
379,10,1,2006-04-04,$40.00 
380,18,1,2006-04-26,$35.00 
381,26,1,2006-04-13,$35.00 
382,7,1,2006-04-29,$35.00 
383,23,1,2006-04-17,$35.00 
384,31,1,2006-04-26,$40.00 
385,30,1,2006-04-07,$35.00 
386,6,1,2006-04-29,$40.00 
387,14,1,2006-04-17,$35.00 
388,22,1,2006-04-30,$40.00 
389,15,1,2006-04-07,$35.00 
390,19,1,2006-04-07,$40.00 
391,27,1,2006-04-08,$40.00 
392,11,1,2006-04-06,$35.00 
393,3,1,2006-04-20,$35.00 
394,8,1,2006-04-29,$35.00 
395,16,1,2006-04-19,$35.00 
396,24,1,2006-04-19,$35.00 
397,32,1,2006-04-11,$35.00 
398,12,1,2006-04-27,$35.00 
399,20,1,2006-04-18,$35.00 
400,28,1,2006-04-24,$40.00 
401,4,1,2006-04-19,$40.00 
402,5,1,2006-05-04,$35.00 
403,13,1,2006-05-01,$35.00 
404,21,1,2006-05-17,$35.00 
405,29,1,2006-04-23,$35.00 
406,7,1,2006-05-11,$35.00 
407,23,1,2006-05-02,$35.00 
408,31,1,2006-04-20,$40.00 
409,30,1,2006-05-05,$35.00 
410,6,1,2006-05-15,$40.00 
411,14,1,2006-04-29,$35.00 
412,22,1,2006-04-20,$40.00 
413,15,1,2006-04-30,$35.00 
414,8,1,2006-05-02,$35.00 
415,16,1,2006-04-22,$35.00 
416,24,1,2006-05-03,$35.00 
417,32,1,2006-05-08,$35.00 
418,5,1,2006-05-05,$35.00 
419,13,1,2006-05-17,$35.00 
420,21,1,2006-05-07,$35.00 
421,29,1,2006-05-24,$35.00 
422,7,1,2006-05-19,$35.00 
423,23,1,2006-05-30,$35.00 
424,31,1,2006-05-15,$40.00 
425,30,1,2006-05-02,$35.00 
426,6,1,2006-05-31,$40.00 
427,14,1,2006-05-10,$35.00 
428,22,1,2006-05-18,$40.00 
429,15,1,2006-05-10,$35.00 
430,9,1,2006-05-17,$35.00 
431,17,1,2006-06-01,$35.00 
432,25,1,2006-05-31,$35.00 
433,1,1,2006-05-21,$35.00 
434,8,1,2006-05-27,$35.00 
435,16,1,2006-05-05,$35.00 
436,24,1,2006-05-05,$35.00 
437,32,1,2006-05-18,$35.00 
438,2,1,2006-05-03,$35.00 
439,10,1,2006-06-02,$40.00 
440,18,1,2006-05-30,$35.00 
441,26,1,2006-05-27,$35.00 
442,19,1,2006-05-11,$40.00 
443,27,1,2006-05-16,$40.00 
444,11,1,2006-05-15,$35.00 
445,3,1,2006-05-16,$35.00 
446,12,1,2006-06-01,$35.00 
447,20,1,2006-06-02,$35.00 
448,28,1,2006-05-09,$40.00 
449,4,1,2006-05-31,$40.00 
450,5,1,2006-05-27,$35.00 
451,13,1,2006-05-28,$35.00 
452,21,1,2006-05-30,$35.00 
453,29,1,2006-05-19,$35.00 
454,7,1,2006-05-30,$35.00 
455,23,1,2006-05-22,$35.00 
456,31,1,2006-05-22,$40.00 
457,30,1,2006-06-08,$35.00 
458,6,1,2006-06-14,$40.00 
459,14,1,2006-05-25,$35.00 
460,22,1,2006-06-13,$40.00 
461,15,1,2006-05-18,$35.00 
462,8,1,2006-06-08,$35.00 
463,16,1,2006-05-18,$35.00 
464,24,1,2006-06-05,$35.00 
465,32,1,2006-05-26,$35.00 
466,5,1,2006-05-29,$35.00 
467,13,1,2006-06-11,$35.00 
468,21,1,2006-06-27,$35.00 
469,29,1,2006-06-26,$35.00 
470,7,1,2006-06-11,$35.00 
471,23,1,2006-06-20,$35.00 
472,31,1,2006-06-28,$40.00 
473,30,1,2006-06-23,$35.00 
474,6,1,2006-05-31,$40.00 
475,14,1,2006-06-16,$35.00 
476,22,1,2006-06-19,$40.00 
477,15,1,2006-06-14,$35.00 
478,8,1,2006-06-28,$35.00 
479,16,1,2006-06-20,$35.00 
480,24,1,2006-06-26,$35.00 
481,32,1,2006-06-29,$35.00 
482,9,1,2006-06-28,$35.00 
483,17,1,2006-06-23,$35.00 
484,25,1,2006-06-06,$35.00 
485,1,1,2006-06-26,$35.00 
486,2,1,2006-06-18,$35.00 
487,10,1,2006-06-30,$40.00 
488,18,1,2006-06-29,$35.00 
489,26,1,2006-06-26,$35.00 
490,19,1,2006-06-15,$40.00 
491,27,1,2006-06-09,$40.00 
492,11,1,2006-06-06,$35.00 
493,3,1,2006-06-16,$35.00 
494,12,1,2006-06-22,$35.00 
495,20,1,2006-06-28,$35.00 
496,28,1,2006-06-05,$40.00 
497,4,1,2006-06-17,$40.00 
498,5,1,2006-06-20,$35.00 
499,13,1,2006-07-08,$35.00 
500,21,1,2006-06-16,$35.00 
501,29,1,2006-07-01,$35.00 
502,7,1,2006-07-11,$35.00 
503,23,1,2006-06-30,$35.00 
504,31,1,2006-06-13,$40.00 
505,30,1,2006-07-09,$35.00 
506,6,1,2006-06-19,$40.00 
507,14,1,2006-07-13,$35.00 
508,22,1,2006-06-16,$40.00 
509,15,1,2006-06-20,$35.00 
510,8,1,2006-07-09,$35.00 
511,16,1,2006-07-03,$35.00 
512,24,1,2006-06-29,$35.00 
513,32,1,2006-06-20,$35.00 
514,5,1,2006-07-09,$35.00 
515,13,1,2006-06-27,$35.00 
516,21,1,2006-07-23,$35.00 
517,29,1,2006-07-20,$35.00 
518,7,1,2006-07-26,$35.00 
519,23,1,2006-07-11,$35.00 
520,31,1,2006-07-25,$40.00 
521,30,1,2006-07-27,$35.00 
522,6,1,2006-07-03,$40.00 
523,14,1,2006-07-17,$35.00 
524,22,1,2006-07-26,$40.00 
525,15,1,2006-07-20,$35.00 
526,8,1,2006-07-03,$35.00 
527,16,1,2006-07-04,$35.00 
528,24,1,2006-07-24,$35.00 
529,32,1,2006-07-11,$35.00 
530,9,1,2006-07-30,$35.00 
531,17,1,2006-07-30,$35.00 
532,25,1,2006-07-23,$35.00 
533,1,1,2006-07-19,$35.00 
534,2,1,2006-07-13,$35.00 
535,10,1,2006-07-21,$40.00 
536,18,1,2006-07-24,$35.00 
537,26,1,2006-07-17,$35.00 
538,19,1,2006-07-06,$40.00 
539,27,1,2006-08-03,$40.00 
540,11,1,2006-07-23,$35.00 
541,3,1,2006-07-18,$35.00 
542,12,1,2006-07-08,$35.00 
543,20,1,2006-08-01,$35.00 
544,28,1,2006-07-22,$40.00 
545,4,1,2006-08-01,$40.00 
546,5,1,2006-07-19,$35.00 
547,13,1,2006-08-03,$35.00 
548,21,1,2006-07-19,$35.00 
549,29,1,2006-07-10,$35.00 
550,7,1,2006-07-21,$35.00 
551,23,1,2006-07-22,$35.00 
552,31,1,2006-08-05,$40.00 
553,30,1,2006-07-13,$35.00 
554,6,1,2006-08-09,$40.00 
555,14,1,2006-07-17,$35.00 
556,22,1,2006-07-12,$40.00 
557,15,1,2006-08-02,$35.00 
558,8,1,2006-08-09,$35.00 
559,16,1,2006-07-14,$35.00 
560,24,1,2006-07-22,$35.00 
561,32,1,2006-08-06,$35.00 
562,5,1,2006-07-30,$35.00 
563,13,1,2006-07-26,$35.00 
564,21,1,2006-07-28,$35.00 
565,29,1,2006-08-07,$35.00 
566,7,1,2006-08-16,$35.00 
567,23,1,2006-07-27,$35.00 
568,31,1,2006-08-24,$40.00 
569,30,1,2006-08-15,$35.00 
570,6,1,2006-08-18,$40.00 
571,14,1,2006-08-19,$35.00 
572,22,1,2006-08-08,$40.00 
573,15,1,2006-08-03,$35.00 
574,8,1,2006-08-11,$35.00 
575,16,1,2006-08-14,$35.00 
576,24,1,2006-07-26,$35.00 
577,32,1,2006-08-08,$35.00 
578,9,1,2006-08-18,$35.00 
579,17,1,2006-08-31,$35.00 
580,25,1,2006-08-24,$35.00 
581,1,1,2006-08-04,$35.00 
582,2,1,2006-08-15,$35.00 
583,10,1,2006-08-04,$40.00 
584,18,1,2006-09-02,$35.00 
585,26,1,2006-08-17,$35.00 
586,19,1,2006-08-30,$40.00 
587,27,1,2006-08-16,$40.00 
588,11,1,2006-08-24,$35.00 
589,3,1,2006-09-01,$35.00 
590,12,1,2006-09-03,$35.00 
591,20,1,2006-09-01,$35.00 
592,28,1,2006-08-11,$40.00 
593,4,1,2006-08-14,$40.00 
594,5,1,2006-08-22,$35.00 
595,13,1,2006-08-24,$35.00 
596,21,1,2006-08-28,$35.00 
597,29,1,2006-09-01,$35.00 
598,7,1,2006-08-12,$35.00 
599,23,1,2006-08-23,$35.00 
600,31,1,2006-08-18,$40.00 
601,30,1,2006-08-29,$35.00 
602,6,1,2006-08-22,$40.00 
603,14,1,2006-08-29,$35.00 
604,22,1,2006-08-21,$40.00 
605,15,1,2006-08-15,$35.00 
606,8,1,2006-08-26,$35.00 
607,16,1,2006-08-10,$35.00 
608,24,1,2006-08-17,$35.00 
609,32,1,2006-08-11,$35.00 
610,5,1,2006-09-10,$35.00 
611,13,1,2006-09-20,$35.00 
612,21,1,2006-09-09,$35.00 
613,29,1,2006-09-08,$35.00 
614,7,1,2006-08-25,$35.00 
615,23,1,2006-08-31,$35.00 
616,31,1,2006-09-11,$40.00 
617,30,1,2006-08-30,$35.00 
618,6,1,2006-09-02,$40.00 
619,14,1,2006-08-23,$35.00 
620,22,1,2006-09-17,$40.00 
621,15,1,2006-09-06,$35.00 
622,8,1,2006-09-10,$35.00 
623,16,1,2006-08-31,$35.00 
624,24,1,2006-08-29,$35.00 
625,32,1,2006-08-31,$35.00 
626,9,1,2006-09-16,$35.00 
627,17,1,2006-10-02,$35.00 
628,25,1,2006-09-13,$35.00 
629,1,1,2006-09-06,$35.00 
630,2,1,2006-09-10,$35.00 
631,10,1,2006-09-29,$40.00 
632,18,1,2006-09-25,$35.00 
633,26,1,2006-09-25,$35.00 
634,5,1,2006-09-10,$35.00 
635,13,1,2006-09-27,$35.00 
636,21,1,2006-10-02,$35.00 
637,29,1,2006-09-16,$35.00 
638,19,1,2006-09-15,$40.00 
639,27,1,2006-09-17,$40.00 
640,11,1,2006-10-02,$35.00 
641,3,1,2006-09-27,$35.00 
642,7,1,2006-09-19,$35.00 
643,23,1,2006-09-27,$35.00 
644,31,1,2006-09-21,$40.00 
645,30,1,2006-09-09,$35.00 
646,6,1,2006-10-02,$40.00 
647,14,1,2006-09-07,$35.00 
648,22,1,2006-09-23,$40.00 
649,15,1,2006-10-03,$35.00 
650,12,1,2006-09-18,$35.00 
651,20,1,2006-09-23,$35.00 
652,28,1,2006-09-13,$40.00 
653,4,1,2006-09-07,$40.00 
654,8,1,2006-09-25,$35.00 
655,16,1,2006-09-13,$35.00 
656,24,1,2006-09-25,$35.00 
657,32,1,2006-09-26,$35.00 
658,5,1,2006-10-10,$35.00 
659,13,1,2006-09-28,$35.00 
660,21,1,2006-10-05,$35.00 
661,29,1,2006-10-03,$35.00 
662,7,1,2006-10-17,$35.00 
663,23,1,2006-09-27,$35.00 
664,31,1,2006-10-18,$40.00 
665,30,1,2006-09-24,$35.00 
666,6,1,2006-10-18,$40.00 
667,14,1,2006-10-07,$35.00 
668,22,1,2006-10-04,$40.00 
669,15,1,2006-10-15,$35.00 
670,8,1,2006-10-01,$35.00 
671,16,1,2006-09-23,$35.00 
672,24,1,2006-10-15,$35.00 
673,32,1,2006-10-19,$35.00 
674,5,1,2006-10-03,$35.00 
675,13,1,2006-10-24,$35.00 
676,21,1,2006-10-14,$35.00 
677,29,1,2006-10-21,$35.00 
678,9,1,2006-10-06,$35.00 
679,17,1,2006-10-06,$35.00 
680,25,1,2006-10-19,$35.00 
681,1,1,2006-10-13,$35.00 
682,7,1,2006-10-09,$35.00 
683,23,1,2006-10-16,$35.00 
684,31,1,2006-10-29,$40.00 
685,30,1,2006-10-05,$35.00 
686,6,1,2006-11-01,$40.00 
687,14,1,2006-10-04,$35.00 
688,22,1,2006-10-26,$40.00 
689,15,1,2006-10-17,$35.00 
690,2,1,2006-10-08,$35.00 
691,10,1,2006-10-21,$40.00 
692,18,1,2006-10-18,$35.00 
693,26,1,2006-10-26,$35.00 
694,8,1,2006-10-25,$35.00 
695,16,1,2006-11-01,$35.00 
696,24,1,2006-10-19,$35.00 
697,32,1,2006-10-18,$35.00 
698,19,1,2006-10-22,$40.00 
699,27,1,2006-10-29,$40.00 
700,11,1,2006-10-11,$35.00 
701,3,1,2006-10-14,$35.00 
702,12,1,2006-10-09,$35.00 
703,20,1,2006-10-24,$35.00 
704,28,1,2006-10-07,$40.00 
705,4,1,2006-10-18,$40.00 
706,5,1,2006-10-22,$35.00 
707,13,1,2006-10-17,$35.00 
708,21,1,2006-11-14,$35.00 
709,29,1,2006-10-26,$35.00 
710,7,1,2006-11-10,$35.00 
711,23,1,2006-10-23,$35.00 
712,31,1,2006-11-03,$40.00 
713,30,1,2006-11-05,$35.00 
714,6,1,2006-10-25,$40.00 
715,14,1,2006-11-13,$35.00 
716,22,1,2006-10-18,$40.00 
717,15,1,2006-10-22,$35.00 
718,8,1,2006-11-04,$35.00 
719,16,1,2006-11-07,$35.00 
720,24,1,2006-11-01,$35.00 
721,32,1,2006-11-05,$35.00 
722,16,1,2006-11-29,$35.00 
723,9,1,2006-11-22,$35.00 
724,17,1,2006-11-21,$35.00 
725,25,1,2006-11-20,$35.00 
726,1,1,2006-11-21,$35.00 
727,2,1,2006-11-04,$35.00 
728,10,1,2006-11-18,$40.00 
729,18,1,2006-12-01,$35.00 
730,26,1,2006-11-23,$35.00 
731,19,1,2006-11-08,$40.00 
732,27,1,2006-11-16,$40.00 
733,11,1,2006-11-19,$35.00 
734,3,1,2006-11-23,$35.00 
735,12,1,2006-11-22,$35.00 
736,20,1,2006-11-18,$35.00 
